pollutant,case_type,time_window,target_mean_abs,target_std,target_p90_p10,DIP_L1,KRG_L1,IDW_L1,gap_l1_dip_minus_krg,DIP_MSE,KRG_MSE,gap_mse_dip_minus_krg
AIRPARIF_NO2,best_l1_vs_krg,2024-09-06 10:00:00,26.59000015258789,16.275847864151,32.46199779510498,9.97402844429016,11.997870826721192,11.59395751953125,-2.02384238243103,162.55342082977296,220.6286293029785,-58.07520847320556
AIRPARIF_NO2,best_l1_vs_krg,2024-08-19 06:00:00,25.4875,16.87213306427002,33.86299819946289,8.451156949996948,9.275324726104737,8.563289213180543,-0.8241677761077877,110.67949333190919,133.48888626098633,-22.809392929077156
AIRPARIF_NO2,best_l1_vs_krg,2024-10-30 16:00:00,18.825000381469728,11.06762399673462,22.553998374938963,8.229547691345214,8.296750354766846,7.786401176452637,-0.06720266342163068,104.7124626159668,105.82728691101075,-1.1148242950439495
AIRPARIF_NO2,best_l1_vs_krg,2024-10-31 16:00:00,23.125000762939454,12.338286209106446,23.757998275756837,8.14987554550171,8.141331672668457,7.093712425231933,0.00854387283325222,126.84043579101562,108.64586753845215,18.194568252563474
AIRPARIF_NO2,best_l1_vs_krg,2024-11-02 13:00:00,11.612500047683715,7.630839776992798,15.758998394012451,6.605908584594727,6.548293924331665,6.8088476181030275,0.05761466026306143,73.32772560119629,76.54806118011474,-3.2203355789184536
AIRPARIF_NO2,worst_l1_vs_krg,2024-03-19 09:00:00,38.26750106811524,19.267670011520387,38.176997375488284,15.618048667907715,10.720589065551758,11.759514999389648,4.897459602355957,400.18187255859374,255.67450447082518,144.50736808776855
AIRPARIF_NO2,worst_l1_vs_krg,2024-04-26 07:00:00,44.64250030517578,22.335696077346803,44.570997619628905,17.068724060058592,12.345513439178466,13.077258682250976,4.723210620880127,558.2014659881592,349.35280895233154,208.84865703582764
AIRPARIF_NO2,worst_l1_vs_krg,2024-05-28 07:00:00,24.055000019073486,15.206183433532715,31.13399658203125,16.537524700164795,12.052820873260497,12.318618011474609,4.484703826904297,400.2370178222656,256.74560775756834,143.49141006469728
AIRPARIF_NO2,worst_l1_vs_krg,2024-04-30 09:00:00,29.97999973297119,16.388741064071656,33.335997581481934,13.912427043914795,9.842731714248657,11.937685775756837,4.069695329666137,280.6894050598145,193.40238418579102,87.28702087402343
AIRPARIF_NO2,worst_l1_vs_krg,2024-04-05 07:00:00,25.510000038146973,15.64476706981659,31.641997146606446,13.863332843780517,9.839318656921387,10.86177625656128,4.024014186859131,291.0310600280762,187.29998474121095,103.73107528686523
AIRPARIF_NOX,best_l1_vs_krg,2024-06-17 06:00:00,35.88750057220459,38.12609920501709,71.09098777770996,36.32271766662598,42.05454025268555,49.711696243286134,-5.73182258605957,5492.787126159668,6546.017218017578,-1053.23009185791
AIRPARIF_NOX,best_l1_vs_krg,2024-12-20 06:00:00,74.99500198364258,67.28843898773194,122.05398120880128,57.924899864196775,63.26156368255615,63.60217800140381,-5.336663818359375,11324.451684570313,11658.880374145509,-334.42868957519534
AIRPARIF_NOX,best_l1_vs_krg,2024-06-10 07:00:00,31.232500267028808,33.42293519973755,62.13698768615723,32.9556604385376,37.57177791595459,41.096085166931154,-4.61611747741699,4512.08112487793,5270.350512695312,-758.2693878173828
AIRPARIF_NOX,best_l1_vs_krg,2024-05-22 09:00:00,30.80999889373779,29.66076135635376,58.80399112701416,32.97514848709106,37.2751106262207,46.05128364562988,-4.299962139129639,4112.129216003418,4453.961972045899,-341.83275604248047
AIRPARIF_NOX,best_l1_vs_krg,2024-05-02 11:00:00,30.879999542236327,29.220461893081666,55.14998979568482,29.105699825286866,33.34571304321289,38.28023853302002,-4.240013217926025,3536.910301208496,3680.909527587891,-143.99922637939454
AIRPARIF_NOX,worst_l1_vs_krg,2024-04-26 07:00:00,102.64499893188477,75.45998039245606,151.03797149658203,61.43601760864258,48.81980266571045,60.128282356262204,12.61621494293213,6703.652136230468,4825.469152832031,1878.1829833984375
AIRPARIF_NOX,worst_l1_vs_krg,2024-09-28 20:00:00,92.1050018310547,72.11481552124023,146.04598236083984,64.17948398590087,52.873768997192386,58.185401153564456,11.305714988708496,6503.251147460937,4900.177673339844,1603.0734741210938
AIRPARIF_NOX,worst_l1_vs_krg,2024-12-28 16:00:00,55.22999954223633,49.885632801055905,90.51597843170165,56.90192985534668,48.79073944091797,49.59812927246094,8.111190414428709,8183.141259765625,6393.884747314453,1789.2565124511718
AIRPARIF_NOX,worst_l1_vs_krg,2024-03-05 08:00:00,47.070000648498535,30.972064828872682,62.66399230957031,40.06373920440674,32.67585697174072,36.27520904541016,7.387882232666016,2773.3124237060547,2216.722998046875,556.5894256591797
AIRPARIF_NOX,worst_l1_vs_krg,2024-02-15 15:00:00,36.972499465942384,27.36647539138794,56.242993927001955,34.06546497344971,27.72762680053711,35.82024230957031,6.337838172912599,2292.548849487305,1577.2883361816407,715.2605133056641
METRAQ_NO2,best_l1_vs_krg,2024-02-13 14:00:00,32.55,15.996008777618409,32.439996528625485,8.343240904808045,10.636346101760864,7.777135848999023,-2.2931051969528196,116.61407518386841,166.99088973999022,-50.37681455612183
METRAQ_NO2,best_l1_vs_krg,2024-01-11 20:00:00,34.125,12.662950468063354,25.049998092651368,8.91937551498413,10.40920295715332,9.24555926322937,-1.4898274421691895,113.53906745910645,160.68831558227538,-47.149248123168945
METRAQ_NO2,best_l1_vs_krg,2024-04-19 07:00:00,28.15,7.486222243309021,15.159998321533203,7.290214776992798,8.651479530334473,8.581980800628662,-1.361264753341675,109.33717832565307,101.70305557250977,7.634122753143311
METRAQ_NO2,best_l1_vs_krg,2024-12-25 07:00:00,16.875,11.546422243118286,21.26999702453613,6.884578847885132,8.148190832138061,6.943429279327392,-1.2636119842529296,83.65338258743286,100.55195465087891,-16.89857206344605
METRAQ_NO2,best_l1_vs_krg,2024-07-09 06:00:00,24.95,8.053438568115235,15.939998245239257,6.868212270736694,8.055308818817139,8.85237979888916,-1.1870965480804443,107.8074951171875,132.94652633666993,-25.139031219482423
METRAQ_NO2,worst_l1_vs_krg,2024-11-25 19:00:00,40.35,13.752688884735107,27.879996299743652,14.841977310180663,12.473701858520508,12.486558675765991,2.368275451660156,348.0305633544922,271.916764831543,76.11379852294921
METRAQ_NO2,worst_l1_vs_krg,2024-12-23 19:00:00,35.425,13.509237575531007,27.689996910095214,13.316304445266724,11.727140951156617,12.319046831130981,1.5891634941101072,301.06750373840333,234.19618225097656,66.87132148742675
METRAQ_NO2,worst_l1_vs_krg,2024-02-18 07:00:00,26.475,10.028949165344239,20.729998207092287,10.723149824142457,9.191050577163697,9.55996470451355,1.5320992469787604,147.52082138061525,122.74974708557129,24.771074295043945
METRAQ_NO2,worst_l1_vs_krg,2024-07-17 08:00:00,41.98333320617676,14.494332408905029,29.079997634887697,14.859777307510376,13.393178939819336,14.1192551612854,1.4665983676910397,309.57977600097655,258.62152366638185,50.95825233459474
METRAQ_NO2,worst_l1_vs_krg,2024-02-20 17:00:00,26.55,7.710359025001526,15.999999046325684,7.989473295211792,6.636442041397094,7.727711629867554,1.3530312538146974,89.11005477905273,70.1787181854248,18.931336593627933
METRAQ_NOX,best_l1_vs_krg,2024-01-08 09:00:00,340.225,140.2817834854126,288.3099700927734,118.06645355224609,129.12514038085936,119.54796257019044,-11.05868682861328,23749.376806640626,27716.258203125,-3966.881396484375
