pollutant,root,time_window,sensor_group,DIP_L1,KRG_L1,IDW_L1,DIP_MSE,KRG_MSE,IDW_MSE,target_mean_abs,target_max,target_std,target_p90_p10,gap_l1_dip_minus_krg,gap_mse_dip_minus_krg
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-01 06:00:00,4-38-41-42,4.513846397399902,2.713176250457764,3.6920108795166016,26.40061378479004,12.32209014892578,18.32008552551269,8.300000190734863,16.0,5.874521255493164,12.519998550415039,1.8006701469421382,14.07852363586426
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-04 07:00:00,4-38-41-42,12.995043754577637,14.59644889831543,16.548995971679688,196.26808166503903,265.5347595214844,383.3177490234375,18.774999618530273,37.900001525878906,13.461125373840332,27.60999870300293,-1.601405143737793,-69.26667785644534
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-04 13:00:00,4-38-41-42,7.673190116882324,9.673830032348633,11.852688789367676,86.30352020263672,169.23680114746094,256.36895751953125,17.549999237060547,24.299999237060547,10.14753532409668,17.03999900817871,-2.0006399154663086,-82.93328094482422
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-04 14:00:00,4-38-41-42,5.001190662384033,10.747140884399414,13.32583999633789,60.11729049682617,160.71136474609375,243.2085876464844,17.375,27.700000762939453,10.41234302520752,19.6299991607666,-5.745950222015381,-100.59407424926758
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-06 07:00:00,4-38-41-42,12.217004776000977,11.222774505615234,12.820760726928713,264.6268920898437,236.8799285888672,292.322509765625,20.55000114440918,30.100000381469727,11.979254722595215,21.100000381469727,0.9942302703857422,27.746963500976506
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-06 13:00:00,4-38-41-42,11.107787132263184,6.682314872741699,7.833974361419678,151.43800354003906,73.81845092773438,101.233154296875,9.72499942779541,13.899999618530273,5.66541051864624,10.149999618530273,4.425472259521484,77.61955261230469
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-06 20:00:00,4-38-41-42,12.188132286071776,10.44388198852539,12.386857986450195,213.7138214111328,188.1076812744141,260.3985290527344,13.524999618530273,20.799999237060547,8.031617164611816,15.249998092651367,1.744250297546385,25.60614013671872
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-07 17:00:00,4-38-41-42,7.261127948760986,8.049898147583008,9.460969924926758,92.39788818359376,114.4518051147461,154.99232482910156,14.175000190734863,21.200000762939453,8.310347557067871,15.10999870300293,-0.7887701988220215,-22.05391693115233
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-11 08:00:00,4-38-41-42,25.376235961914062,24.291648864746094,26.929319381713867,1020.7586669921876,886.0886840820312,900.4427490234375,20.399999618530273,43.0,20.459226608276367,41.68000030517578,1.0845870971679688,134.66998291015636
AIRPARIF_NO2,C:\Users\david.maria\Documents\python-projects\spatial-inference\output\experiments\cross_dataset_no2_nox_unet\airparif_no2_add24h,2024-01-11 16:00:00,4-38-41-42,22.14242172241211,23.51495742797852,26.76466941833496,923.2401123046876,876.5604248046875,932.723388671875,22.0,44.20000076293945,22.000455856323242,44.08000183105469,-1.3725357055664098,46.679687500000114
